semesters_completed,current_gpa,avg_gpa,min_gpa,max_gpa,gpa_std,gpa_trend,recent_gpa_avg,avg_difficulty,max_difficulty,difficulty_std,avg_credits_per_sem,max_credits,total_credits,performance_easy,performance_medium,performance_hard,major_dept_gpa,non_major_gpa,pct_A,pct_B,pct_C_or_below,pct_upper_level,grade_consistency,major_encoded,target_gpa,student_id,target_semester,major
-1.5,0.526872545459339,0.5295969572207513,0.8437380875625555,0.1787808935565832,-1.5007592249833863,0.17541224865727248,0.5307500908763328,-1.1269173273815,-1.0392855379908792,-0.2627029070195502,2.0521784480856886,0.4980020966986399,-1.3705661733955576,0.36980664789228973,0.5442915362884336,0.5799185138470891,0.3529732729331287,0.7049351051041457,-0.8193949387159244,1.5211165952518104,-0.6736059525447979,-1.2208167783137462,8.150924023312527,1.4571295615186877,3.171,1,Fall 2021,Physics
-1.0,0.2759497614040547,0.3968813225617817,0.5970173832470426,0.1787808935565832,-0.6245420120772787,-0.8155111221514654,0.4007471011025048,-0.9410063773419047,-1.0392855379908792,-0.9644177180486049,0.16139821356410364,0.4980020966986399,-0.9681902874235719,0.6560419438983782,0.4246709236062428,0.6553380499961053,0.43679197185093277,0.7814628069045221,-0.48337192719769956,1.15495199171855,-0.6736059525447979,-1.2208167783137462,0.45227299102843616,1.4571295615186877,3.247,1,Fall 2022,Physics
-0.5,0.4237802388319743,0.4047688150608932,0.5970173832470426,0.1787808935565832,-0.8779061132583539,-0.028149529067003628,0.3473350200326364,-0.4532854290863172,0.19876835796261538,-0.26255074630518344,0.07136105953926562,0.4980020966986399,-0.4795909973147322,0.5061091697999517,0.4588482415154408,0.014271992729461083,0.43679197185093277,0.41795622335273075,-0.5793785019171924,1.2595704498709102,-0.6736059525447979,-0.8966189012333294,0.533360029665498,1.4571295615186877,3.7,1,Fall 2023,Physics
0.0,1.3049276898168105,0.6417365244907337,0.5970173832470426,1.014943831060544,0.7694886591741633,1.1555814123409518,0.8804480556167869,-0.15476842420949363,0.19876835796261538,-0.13236395782509108,-0.3788247105849207,0.4980020966986399,-0.07721511134274649,0.6910911638174905,0.5624158715433123,0.014271992729461083,0.5625200202276393,0.41795622335273075,-0.28883228895030627,0.9429619580940307,-0.6736059525447979,-0.504168839504404,-0.027668767812725554,1.4571295615186877,3.392,1,Spring 2020,Physics
0.5,0.7058252286615575,0.6571685750324741,0.5970173832470426,1.014943831060544,0.47192190554165636,0.7231086543833392,1.0265754472230286,0.4910341010291269,0.9683694284201935,0.5830067283548311,-0.7569807574892373,0.4980020966986399,0.2964196399169545,0.6910911638174905,0.5708738946622546,0.014271992729461083,0.4891786586745606,0.41795622335273075,-0.25935658618554974,0.9108422560297099,-0.6736059525447979,0.2921066480615317,0.03248864355054009,1.4571295615186877,3.522,1,Spring 2021,Physics
1.0,0.9586931505777353,0.7120380880697738,0.5970173832470426,1.014943831060544,0.37190581445936427,0.66396051519553,0.8471914768374349,1.0288479207865273,0.9683694284201935,0.7246093851036377,-0.5588990186345948,0.4980020966986399,0.813760064738079,0.6910911638174905,0.5442915362884354,0.014271992729461083,0.4891786586745606,0.43708814880282465,-0.25935658618554974,0.9108422560297099,-0.6736059525447979,0.897276018611643,-0.024246406498996318,1.4571295615186877,3.15,1,Spring 2022,Physics
1.5,0.23510186632528768,0.6418834964006543,0.5568535476607965,1.014943831060544,0.41581491556663974,0.28432603000031464,0.6033098991221907,1.1849577022055373,0.9683694284201935,0.5847756476148575,-0.1087132485104085,0.9213189973532221,1.4460650284083423,0.6910911638174905,0.6656457810384842,0.014271992729461083,0.5887133636394537,0.43708814880282465,-0.12758285617840273,0.7672482938598036,-0.6736059525447979,1.1820616047528718,-0.17084402429230894,1.4571295615186877,2.914,1,Spring 2023,Physics
-1.5,-0.6402101710768664,-0.7049670861185039,-0.3038000720444804,-1.0754635126993564,-1.5007592249833863,0.17541224865727248,-0.6785800465546296,-1.9316962647496658,-2.0230364715323046,-2.1301221751623096,0.4315096756386158,-0.7719486052651066,-1.4567895775324118,-0.8569160492766542,-0.6519145905334807,-0.5513745283881661,-0.9043072108339449,-0.4429804219015115,-0.8193949387159244,1.5211165952518104,-0.6736059525447979,-1.2208167783137462,8.15092402331258,-0.5280605767901512,2.786,2,Fall 2023,Computer Science
-1.0,-0.4729283150400105,-0.616489996345857,-0.3038000720444804,-0.8956884811360052,-0.9166144163793154,0.8360278291964247,-0.5919113867054102,-1.335712194901261,-1.0727464540977303,-0.7057890650450981,-0.6489361726594328,-0.7719486052651066,-1.054413691560426,-0.8569160492766552,-1.0506499661407862,-0.6351740129981847,-0.9043072108339449,-0.5386400491519826,-0.8193949387159244,1.1142670357704099,-0.23736420336192907,-1.2208167783137462,1.9943447709303836,-0.5280605767901512,2.675,2,Fall 2024,Computer Science
-0.5,-0.6888386175992091,-0.6631290824275616,-0.3516141620281076,-0.8956884811360052,-0.941441905315433,0.07939254218355656,-0.6171057645685557,-0.5907321075907538,0.1318465257489132,0.37264466197289947,-1.3692334048581323,-0.7719486052651066,-0.7095200750130097,-0.780245880703595,-0.8512822783371334,-0.5513745283881661,-0.7785791624572375,-0.5386400491519826,-0.8193949387159244,1.239451515610841,-0.37159243387973484,-0.17340825236163063,1.7904034620631395,-0.5280605767901512,2.944,2,Fall 2025,Computer Science
0.0,-0.16559653301880972,-0.5480745722774736,-0.3516141620281076,-0.5654041208219411,-0.3334605836967314,0.6524381504186868,-0.4578772964734794,-0.2856459599912918,0.1318465257489132,0.3229344037645429,-1.189159096808457,-0.7719486052651066,-0.24966191961645465,-0.7887647883228242,-0.9936877696254571,-0.5513745283881661,-0.7785791624572375,-0.6342996764024545,-0.8193949387159244,0.8749437654872332,0.019248590275052695,0.11411565672326382,1.2153822116918556,-0.5280605767901512,2.614,2,Spring 2022,Computer Science
0.5,-0.8074920271137233,-0.6148439109547381,-0.46828054158815624,-0.5654041208219411,-0.27285144251587196,0.16465804153221467,-0.5193515784595533,0.5804281321658024,1.2092880243895223,1.6444070068149004,-1.2972036816382615,-0.7719486052651066,0.15271396635553106,-0.7887647883228242,-0.939890139583201,-0.5513745283881653,-0.8577412669907192,-0.6342996764024545,-0.8193949387159244,0.8236602075694098,0.07423704605440583,0.7243704841687539,1.0104298051310576,-0.5280605767901512,2.515,2,Spring 2023,Computer Science
1.0,-1.0000606753421968,-0.693307314598077,-0.6576243379233168,-0.5654041208219411,-0.08256375362820992,-0.08181082788488432,-0.9516871025911229,1.1096932934901795,1.2092880243895223,1.680618738716703,-1.4592705588829693,-0.7719486052651066,0.526348717615232,-0.7887647883228242,-0.5598987346241028,-0.5890842964626738,-0.6249115477745953,-0.6342996764024545,-0.6949419714869522,0.7074174762890098,0.05346362942665017,1.3007222656450506,-0.14579690903123252,-0.5280605767901512,3.0,2,Spring 2024,Computer Science
1.5,-0.0566688128087637,-0.606789850291049,-0.6576243379233168,-0.44834130957138657,0.17794149717221,0.25689182815068146,-0.5626859083841621,1.4528476582589065,1.2092880243895223,1.5982583635591168,-1.0348096899087356,0.07468519604405774,1.101171411860926,-0.7887647883228242,-0.4760019248243751,-0.4885249149306513,-0.5690324151627251,-0.6342996764024545,-0.7143877476164792,0.8345579636269472,-0.06014099275638856,1.6159146461398999,-0.11152937842000055,-0.5280605767901512,2.45,2,Spring 2025,Computer Science
-1.5,1.8884690480849133,1.9699216744498835,2.1825326071040982,1.6420660341885138,-1.5007592249833863,0.17541224865727248,1.9416352512124568,-2.4360611467304003,-2.3844143654862977,-2.643716140253605,-1.7293820209574813,-2.465216207883435,-1.5717541163815505,1.8009831279227275,1.9398653509140034,1.8997603964548861,1.8198005039947138,2.044169886610745,2.5408351764663237,-2.1405294400807926,-0.6736059525447979,-1.2208167783137462,8.15092402331258,0.960832026941478,4.0,3,Fall 2021,Mathematics
-1.0,1.8884690480849133,1.9699216744498835,2.1825326071040982,1.6420660341885138,-1.5007592249833863,0.17541224865727006,1.9416352512124568,-2.208683536001381,-2.2104176017306716,-2.493460434799743,-1.7293820209574813,-2.465216207883435,-1.1693782304095648,1.8009831279227275,1.9398653509140034,1.8997603964548861,1.8198005039947138,2.044169886610745,2.5408351764663237,-2.1405294400807926,-0.6736059525447979,-1.2208167783137462,8.15092402331258,0.960832026941478,3.914,3,Fall 2022,Mathematics
